url,lotid,category,odometer,vrn,vin,year,color,fuel,drive,p_damage,s_damage,body_style,retail_value,engine_type,transmission,location,saledate,make,model,images,frdt
https://www.copart.co.uk/lot/49599163/clean-title-2020-mercedes-benz-a-250-amg-rochford,49599163,N REPAIRABLE NON STRUCTURAL,0.0,YP20VNC,W1K1770862J232905,2020,BLACK,PETROL,2 AXLE RIGID BODY,FRONT END,STRIPPED,HATCHBACK,26875.0,1332 cc,8 SPEED AUTO,ROCHFORD,"Thu. Nov 23, 2023",MERCEDES BENZ,A CLASS,https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/5e2fdf63204f4963a273a9a3a67bf4fc_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/565db048b9d14c728eb787e178f238e7_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/8fb4005b78a840789d9f74159d497f56_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/0c2a851d6e2f40e9a554ef1d9c287a0e_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/bec23ee0986b40efbc3774f5e66607ef_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/e2f5935f081b480f8aeee398592d71b1_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/b97ee8143b204dd2acff42223814eb22_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/90c71f27868e4e5fb012cdec7ff0dba7_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/4679f0a92588470281a355f42cc29708_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/0479f9178a5f49f2aba81b2eb4708b49_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/2b44d08d0fe542aea375a3f9f13d55f8_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/f6498ba4dfd34d8fa32c71f7721775db_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/c102629c8c064018bc308a83e45b9c7e_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/4cd26c44592a4acf973601f17cc74a4f_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/94fd9a56fbe64fab90c72e905b1ef16e_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/3f0b1b59960d494a983f4444870ab134_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/11568f6f241340fc9cc766ff66562d64_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/7d543c3bbe2f4813b428161574afc94d_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/4f24eab1f9fb4e878b79d7a81c3bf25b_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/c3e6b21d82de4558a35b66d7f288b682_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1023/9f6b64a8de654d04bd33b3d0d9ead3d3_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/bb25ac555bad409b8c3635104cd7ea9f_hrs.jpg,20200701
https://www.copart.co.uk/lot/49621710/clean-title-2012-citroen-ds3-airdre-wolverhampton,49621710,N REPAIRABLE NON STRUCTURAL,98928.0,MJ12CDV,VF7SA9HR8CW575910,2012,YELLOW,DIESEL,2 AXLE RIGID BODY,FRONT END,MINOR DENTS/SCRATCHES,,3705.0,1560. cc,6 SPEED MANUAL,WOLVERHAMPTON,"Thu. Nov 23, 2023",CITROEN,DS3,https://cs.copart.com/v1/AUTH_svc.pdoc00001/HPX67/decf9c0e-0092-43c3-92fa-871eca3a2bfb.JPG|https://cs.copart.com/v1/AUTH_svc.pdoc00001/HPX67/5922169c-c1f1-4fb6-8371-5cdb1ce6eb44.JPG|https://cs.copart.com/v1/AUTH_svc.pdoc00001/HPX67/95b3076e-434e-428a-a6a5-bfdf7ed94efe.JPG|https://cs.copart.com/v1/AUTH_svc.pdoc00001/HPX67/8e71ae4d-8c6f-4671-81e0-14151fa5d713.JPG|https://cs.copart.com/v1/AUTH_svc.pdoc00001/HPX67/ebe7dda8-28b3-4d78-9a7a-850a2ed6b660.JPG|https://cs.copart.com/v1/AUTH_svc.pdoc00001/HPX67/5dcc7fd9-13c2-4d75-a868-cfcf11e2a6a9.JPG|https://cs.copart.com/v1/AUTH_svc.pdoc00001/HPX67/f505ab37-795b-4f80-b40d-19872e59d02e.JPG|https://cs.copart.com/v1/AUTH_svc.pdoc00001/HPX67/37e49648-3ff2-44d8-9039-5abca9bda29f.JPG|https://cs.copart.com/v1/AUTH_svc.pdoc00001/HPX67/af8107b6-4e9d-4f9b-bb8d-ab860846c548.JPG|https://cs.copart.com/v1/AUTH_svc.pdoc00001/HPX67/9986cb71-35a3-4e0b-a6f7-0000a57f0ca8.JPG,20120731
https://www.copart.co.uk/lot/49766943/clean-title-2019-alfa-romeo-stelvio-v6-wolverhampton,49766943,S REPAIRABLE STRUCTURAL,25850.0,BU19DLV,ZARPAHKV9K7C52867,2019,WHITE,,,SIDE,FRONT END,,45450.0,2891 cc,8 SPEED AUTO PETROL,WOLVERHAMPTON,"Thu. Nov 23, 2023",ALFA ROMEO,STELVIO,https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/0f1ce330a33a4ee6b5a6883df891404d_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/482776b4bba248b8816387f08b7bd4b4_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/f03e4ddfcd8b477ab7338b1c531e8cfb_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/c004866bb9d94abe9612ab781d0ebad7_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/f0a7fd4509e94bd1b8f466cf10641813_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/43a6616221244585b1e44247c2cc282b_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/61730de83d604e688dbc6796737949aa_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/b2f66ab0058945ed88ceb1c11b22e615_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/6b263f74d50940f99cececc6f103b3a8_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/5144ab068cd54b1f9e0e6b934c2022e8_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/759a1bd7327e4631bb528c326fda996a_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/0cb73ee1ec154a10a1040be5eb05d6e9_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/213f1902417c4c8eb92ad6b0ce07aba0_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/07b8b0cd9084415ab554db70fe8fd23b_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/d26f79114c90411590a9531cd1f7eabf_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/41e037aa32724b63b3501f406942670c_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/db135fe691a74e1ba6be168234485b82_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/ec0bf3338b6a4f13a6006e522693eda6_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/34b98ad50a414c19aa0a13f177d33ee4_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/68254f11ef24487db9f432c9b97b15c1_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/f53ad2988ede411dacfc063edb2597c7_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0623/7b02df035e774bbaa85e2c2952b7d880_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/532d9894b31e470abca87da4cf809d73_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/da0ff02447a046afb74327ebe612deb3_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/5a5854060d4e4da9a2ade5f21d31b303_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/782d2a7a2937450f928ae69ec1202660_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/4a9c4197d5b64f0b9a1f037b9ac1d57e_hrs.jpg,0
https://www.copart.co.uk/lot/50496263/clean-title-2012-ford-fiesta-edg-wolverhampton,50496263,S REPAIRABLE STRUCTURAL,95287.0,YJ12VWF,WF0JXXGAJJCB45656,2012,WHITE,DIESEL,2 AXLE RIGID BODY,REAR END,MINOR DENTS/SCRATCHES,HATCHBACK,2902.0,1399 cc,,WOLVERHAMPTON,"Thu. Nov 23, 2023",FORD,FIESTA,https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/ef2aeba9a9854d11a269d4e89978f0de_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/011f52cbbf374351a463186e01dcb30b_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/803e4098c92e4241990331cb2ee68b73_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/166bf4f60cbb4410943670f276d11349_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/64c892cca27d4d5e86507554264b621f_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/4bf6d499b12b47998013eb1ceb69d45c_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/74ab6ea8879e4236b8e9dca0d394ac70_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/48d6f0fd7705443da05238f0a852daed_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/1bd2a4e699f84cf4a4a860f434961916_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/7e672278c0bc4902b2b06f8d20581ab2_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/7644e773b44145ac9d43973c0964e705_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/66b6303a71184aad8c59f17b343956aa_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/4b5adb22df3e4a6a8e551d6c5bf12e3f_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/f72c38071ed648f0b1b2efcf77e4d99a_hrs.jpg,20121001
https://www.copart.co.uk/lot/50697643/clean-title-2015-vauxhall-astra-exci-rochford,50697643,S REPAIRABLE STRUCTURAL,67482.0,LK15SXT,W0LPC6EB7FG054719,2015,BLUE,PETROL,2 AXLE RIGID BODY,SIDE,FRONT END,HATCHBACK,5460.0,1398 cc,5 SPEED MANUAL,ROCHFORD,"Thu. Nov 23, 2023",VAUXHALL,ASTRA,https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/9d42697917504340b83ac63dd814d2cd_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/0513e3eba5564ca2943a8788877eb8af_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/09cc1873d9ab40699471a0895a40ea55_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/bebd70a105124b51aea9dd40628faa73_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/7a65c0de63c64a408dea863c2e19f52b_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/69c77ba4d467453d9ef6e0c02eab070d_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/669803a564994a75a6f78ce894e65f13_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/843f3700c9174fb5aaf70ad52cb11633_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/9ebca98d71a44f47a5fb2773e104146d_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/d06e799655554233bdf5d232da0f81cf_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/094e85346a7047cda3cca46fdf12ac29_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/c5069f16505c4fe5801ffd5a7f4b6cd2_hrs.jpg,20150514
https://www.copart.co.uk/lot/51012573/clean-title-2018-land-rover-rr-evoque-rochford,51012573,N REPAIRABLE NON STRUCTURAL,30073.0,WA18YWL,SALVA2AX9JH303588,2018,BLACK,PETROL,2 AXLE RIGID BODY,VANDALISM,ALL OVER,ESTATE,31440.0,1997 cc,9 SPEED AUTO,ROCHFORD,"Thu. Nov 23, 2023",LAND ROVER,RANGEROVER,https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/7aa353e9ea9d45488d658f34c3a95c93_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/8aaf32d463954a129656fefcbe1bdb37_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/2365c751dd93485fb458dfcb4b0e9589_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/360a3272d08f48b79c6c9d7dda402c11_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/377739b35e6d40a38bc8d7fcf978a65b_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/cdba8b258d434a489df919e7fbb37174_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/d52a7e72d094481aa64bd7c5532795c9_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/c462032c5986429e9444ce1e8af8326d_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/ffb4e6d88edc4617a0fdda17b01a7ea7_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/7f37e9411ef44cb988918432ef8e13eb_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0823/a0f96f80c2774bb6a888f52c26f530c5_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/6d48c0661b5844be96a548ae302d9b92_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/cfb81a56c55a43a2ac656abbe3970b2b_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/eec95358463744e1a64214c54b5bdad8_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/59dde3aafc9a45259f2facf20058aae8_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/15c37dbc69af4d72b391924a94af6aae_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/1123/36384d2769fe499a95a67b5f8c05c185_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0823/3629722c49a14cc788bce8dcc372a9c8_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0823/5ee36fbb49e241cfb03454bfe137cfcc_hrs.jpg,20180307
https://www.copart.co.uk/lot/51190513/2006-volkswagen-touran-se-wolverhampton,51190513,CAT B - BREAKER,0.0,RJ56YPR,WVGZZZ1TZ6W176099,2006,BLUE,DIESEL,2 AXLE RIGID BODY,SIDE,FRONT END,MPV,1180.0,1896 cc,6 SPEED MANUAL,WOLVERHAMPTON,"Thu. Nov 23, 2023",VOLKSWAGEN,TOURAN,https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/4dba32aec14c46d78d5235a43f714ab7_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/b4a293b943904f859b99af571189d79d_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/aa89740cb1ba42ef93fb80035ac57c12_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/500b79888d8c4032a017387c2e6eadda_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/4eeb5f2c87664117b8fa7ead9e393967_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/9f07bab6fdb848ce9b08bef260a7a9b4_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/819e14d2fe7846bcb66a4dc6647363bf_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/1847fd4aa6c14040a910a33a76a7f31b_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/180afea5495043228643ad9be3fc6659_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/294db8f004a34c03821a6691bd5e3364_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/1af865c093af44339fb2c58855a57a50_hrs.jpg,20061222
https://www.copart.co.uk/lot/51195263/2011-bmw-118d-sport-wolverhampton,51195263,CAT B - BREAKER,0.0,WF11NXP,WBAUD72000E786491,2011,BLUE,DIESEL,2 AXLE RIGID BODY,FRONT END,SIDE,HATCHBACK,4138.5,1995 cc,6 SPEED MANUAL,WOLVERHAMPTON,"Thu. Nov 23, 2023",BMW,1 SERIES,https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/95fbdb37e4d7476ab90d1e8256721b5f_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/bb6ac5e0e7ff423dbcd60e2107ddbf45_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/e60426837a62492097f4c4764804fff8_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/7f2b1c901a454c07b53a4e1170d5850b_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/855ad5aaf07a4bb382faf83cd3075251_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/6406223994454de195ced862743b2bd6_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/850d67ce477741619a2f132ebabb2cf4_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/46e068228b2049e4b7e77c670a61c9f2_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/3d0827bbb7a64121b8a3ec46a3d27daf_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/d5ec0e6025ab4dafab54eba16ce0ef3d_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/9684ee1a52bb4b12b013c2f38fe029bb_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/67a81d5b63894471bd252975f1743e36_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/330dba09dcb64ca4ae72e83107699e58_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/147ae5420d0d49a5a79c3cc5fca2a5f4_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/b9639ee57502479c83d0614c60d9004d_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/cc3779df4ad34ed39bd05e6803591aea_hrs.jpg,20110519
https://www.copart.co.uk/lot/51371403/clean-title-2022-peugeot-3008-activ-whitburn,51371403,S REPAIRABLE STRUCTURAL,0.0,LL22WMV,VF3MRHNSMNS088497,2022,GREY,PETROL,2 AXLE RIGID BODY,FRONT END,SIDE,HATCHBACK,16806.01,1200 cc,6 SPEED MANUAL,WHITBURN,"Thu. Nov 23, 2023",PEUGEOT,3008,https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/353a60c61bbb4c11a32ff3bec579772f_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/ccd2fe4ed52f4c8ca6bb970738560801_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/cd8505cea2c7470c9ed91c766f421557_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/d1c92ae5ba734a10acbce71ff66f85a8_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/623aa43e548543739b14e0335a2b6f1c_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/d09b298e71e0433aad735403dd8066cf_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/ff05da75b4594e1f9bd2830140521e70_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/19814efe4d3f4597a76c54ded3229f24_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/928d424109b943068d595c265eea886c_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/e8a88627009a466993d59cc7129fdf36_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/7d77a4bd80ba4002a593d8c58e46f686_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/cfae22e4c8fe412c90630b456ba460c9_hrs.jpg,20220627
https://www.copart.co.uk/lot/51373623/2011-bmw-320d-effic-whitburn,51373623,CAT B - BREAKER,168160.0,SD11HCZ,WBAPP520X0F061788,2011,GREY,DIESEL,2 AXLE RIGID BODY,REAR END,FRONT END,SALOON,2516.0,1995 cc,6 SPEED MANUAL,WHITBURN,"Thu. Nov 23, 2023",BMW,3 SERIES,https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/2dba93d9c127486f9cb232debc5fa335_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/73110f67936b488bb75ccb985ae7ac86_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/632d1abd40fa41228579685a99aba698_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/a4d0f2c4b91c406fb6ae9622afd62bae_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0923/ea016697e0f14d6b869f0719924a82ee_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/c39c10f713774fb39a082680e5d54cdf_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/3a3370b02bed4317acf740dddbad83b2_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/532eab42cfca4eb38e324d59b2b2f56e_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/12feda1e78b348fcaa8ac8dc36907d05_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/238e7b56c21d48b181d0340fcadc530c_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/40d9912fffd349d09db87f75d48c5190_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/c6e0bdab2cbe4dd9b5c2b1544f76da6e_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/bf9f3f6d06ab474a830ca4ddb027b7a8_hrs.jpg,20110419
https://www.copart.co.uk/lot/51921953/2020-seat-ateca-xper-wolverhampton,51921953,CAT B - BREAKER,0.0,S20CDN,VSSZZZ5FZM6507192,2020,GREEN,PETROL,2 AXLE RIGID BODY,FRONT END,TOP/ROOF,HATCHBACK,22800.0,1498 cc,7 SPEED S-AUTO,WOLVERHAMPTON,"Thu. Nov 23, 2023",SEAT,ATECA,https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/5c0b817bd4474373b178564b768ecb4f_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/98b1aefd91a149b496e419f5ace5ef53_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/1ea28bdfff174d10b9d584ac0b21dae1_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/ef8ab036a8ad49abb0109b6016a10914_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/97e14a388d2f47e5954f0f6bf71457c9_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/026aef6a26c84f3e9fa555f29ebbbd0a_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/7f9668f6ded740ca82c6fce3f4cde83e_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/a5eaa507fa784ac0a52e868f2ce2f144_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/607284db704c4d489c82b28f3f139d99_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/b7610fba71df4482b69d2cb36fbff2a1_hrs.jpg|https://cs.copart.com/v1/AUTH_svc.pdoc00001/lpp/0523/7304537692f24f92b95fd0a3908da8a6_hrs.jpg,20200925
